;filename;phenotype
44;CN-CP611_I20_T0001F015L01A01Z01C01_040.png;1.0
45;CN-CP615_M07_T0001F012L01A01Z01C01_015.png;0.0
46;CN-CP613_D11_T0001F003L01A01Z01C01_087.png;0.0
47;CN-CP611_J09_T0001F029L01A01Z01C01_021.png;1.0
48;CN-CP613_N07_T0001F005L01A01Z01C01_063.png;1.0
49;CN-CP616_M13_T0001F030L01A01Z01C01_086.png;1.0
50;CN-CP614_D02_T0001F009L01A01Z01C01_071.png;1.0
51;CN-CP613_N02_T0001F021L01A01Z01C01_143.png;1.0
52;CN-CP613_I03_T0001F021L01A01Z01C01_058.png;0.0
53;CN-CP611_G06_T0001F031L01A01Z01C01_118.png;0.0
54;CN-CP611_N16_T0001F024L01A01Z01C01_088.png;1.0
55;CN-CP611_N05_T0001F036L01A01Z01C01_116.png;1.0
56;CN-CP615_L12_T0001F006L01A01Z01C01_081.png;0.0
57;CN-CP613_G15_T0001F004L01A01Z01C01_014.png;3.0
58;CN-CP616_J02_T0001F013L01A01Z01C01_155.png;1.0
59;CN-CP615_F18_T0001F019L01A01Z01C01_110.png;1.0
60;CN-CP613_H23_T0001F015L01A01Z01C01_041.png;0.0
61;CN-CP616_I04_T0001F001L01A01Z01C01_026.png;1.0
62;CN-CP615_J13_T0001F021L01A01Z01C01_039.png;0.0
63;CN-CP616_E21_T0001F022L01A01Z01C01_033.png;1.0
64;CN-CP613_K16_T0001F033L01A01Z01C01_068.png;0.0
65;CN-CP616_N11_T0001F009L01A01Z01C01_126.png;1.0
66;CN-CP611_L19_T0001F036L01A01Z01C01_034.png;1.0
67;CN-CP611_C20_T0001F030L01A01Z01C01_129.png;1.0
68;CN-CP613_N21_T0001F032L01A01Z01C01_029.png;1.0
69;CN-CP616_K22_T0001F019L01A01Z01C01_049.png;0.0
70;CN-CP613_M12_T0001F014L01A01Z01C01_098.png;1.0
71;CN-CP616_F20_T0001F011L01A01Z01C01_092.png;0.0
72;CN-CP611_D14_T0001F004L01A01Z01C01_047.png;1.0
73;CN-CP616_C02_T0001F004L01A01Z01C01_019.png;0.0
74;CN-CP616_K21_T0001F006L01A01Z01C01_084.png;0.0
75;CN-CP614_J16_T0001F021L01A01Z01C01_016.png;1.0
76;CN-CP613_J18_T0001F036L01A01Z01C01_109.png;1.0
77;CN-CP616_N12_T0001F002L01A01Z01C01_079.png;1.0
78;CN-CP616_I04_T0001F030L01A01Z01C01_116.png;1.0
79;CN-CP613_K22_T0001F023L01A01Z01C01_075.png;0.0
80;CN-CP615_K18_T0001F005L01A01Z01C01_039.png;0.0
81;CN-CP613_F11_T0001F005L01A01Z01C01_015.png;0.0
82;CN-CP611_F09_T0001F012L01A01Z01C01_076.png;0.0
83;CN-CP616_J18_T0001F030L01A01Z01C01_164.png;1.0
84;CN-CP616_E06_T0001F018L01A01Z01C01_049.png;1.0
85;CN-CP613_E22_T0001F020L01A01Z01C01_073.png;0.0
86;CN-CP612_L19_T0001F033L01A01Z01C01_013.png;1.0
87;CN-CP611_M10_T0001F032L01A01Z01C01_012.png;1.0
88;CN-CP611_J04_T0001F004L01A01Z01C01_061.png;0.0
89;CN-CP615_I17_T0001F018L01A01Z01C01_026.png;0.0
90;CN-CP616_M17_T0001F028L01A01Z01C01_078.png;1.0
91;CN-CP615_N22_T0001F008L01A01Z01C01_059.png;0.0
92;CN-CP612_D04_T0001F017L01A01Z01C01_051.png;0.0
93;CN-CP612_C12_T0001F001L01A01Z01C01_098.png;1.0
94;CN-CP613_C09_T0001F007L01A01Z01C01_053.png;1.0
95;CN-CP612_N16_T0001F010L01A01Z01C01_249.png;1.0
96;CN-CP614_I22_T0001F015L01A01Z01C01_026.png;0.0
97;CN-CP612_D20_T0001F012L01A01Z01C01_022.png;3.0
98;CN-CP614_N17_T0001F030L01A01Z01C01_063.png;0.0
99;CN-CP612_H08_T0001F005L01A01Z01C01_013.png;0.0
100;CN-CP616_M07_T0001F005L01A01Z01C01_090.png;1.0
101;CN-CP616_C02_T0001F032L01A01Z01C01_077.png;1.0
102;CN-CP611_K19_T0001F033L01A01Z01C01_045.png;0.0
103;CN-CP616_K09_T0001F002L01A01Z01C01_049.png;0.0
104;CN-CP612_C14_T0001F028L01A01Z01C01_154.png;1.0
105;CN-CP612_H12_T0001F017L01A01Z01C01_107.png;0.0
106;CN-CP612_G19_T0001F033L01A01Z01C01_097.png;0.0
107;CN-CP615_C15_T0001F009L01A01Z01C01_100.png;0.0
108;CN-CP614_M07_T0001F021L01A01Z01C01_037.png;0.0
109;CN-CP611_H03_T0001F010L01A01Z01C01_026.png;1.0
110;CN-CP612_C09_T0001F003L01A01Z01C01_073.png;1.0
111;CN-CP613_I19_T0001F036L01A01Z01C01_036.png;0.0
112;CN-CP616_J07_T0001F017L01A01Z01C01_015.png;1.0
113;CN-CP615_D09_T0001F012L01A01Z01C01_065.png;2.0
114;CN-CP614_C02_T0001F023L01A01Z01C01_038.png;0.0
115;CN-CP615_F23_T0001F014L01A01Z01C01_012.png;0.0
116;CN-CP616_H04_T0001F034L01A01Z01C01_037.png;0.0
117;CN-CP616_N03_T0001F027L01A01Z01C01_014.png;1.0
118;CN-CP611_G21_T0001F024L01A01Z01C01_064.png;1.0
119;CN-CP614_M14_T0001F030L01A01Z01C01_011.png;2.0
120;CN-CP613_C10_T0001F024L01A01Z01C01_099.png;1.0
121;CN-CP611_E23_T0001F019L01A01Z01C01_069.png;0.0
122;CN-CP614_M12_T0001F008L01A01Z01C01_073.png;0.0
123;CN-CP612_D23_T0001F011L01A01Z01C01_111.png;0.0
124;CN-CP613_H02_T0001F009L01A01Z01C01_132.png;0.0
125;CN-CP616_F21_T0001F021L01A01Z01C01_032.png;0.0
126;CN-CP616_M14_T0001F028L01A01Z01C01_155.png;1.0
127;CN-CP615_N21_T0001F022L01A01Z01C01_054.png;0.0
128;CN-CP613_N07_T0001F017L01A01Z01C01_131.png;1.0
129;CN-CP615_D11_T0001F032L01A01Z01C01_003.png;0.0
130;CN-CP616_J20_T0001F009L01A01Z01C01_059.png;1.0
131;CN-CP611_M02_T0001F024L01A01Z01C01_045.png;1.0
132;CN-CP613_J13_T0001F017L01A01Z01C01_018.png;0.0
133;CN-CP616_J14_T0001F034L01A01Z01C01_169.png;1.0
134;CN-CP616_E09_T0001F011L01A01Z01C01_116.png;0.0
135;CN-CP613_I09_T0001F010L01A01Z01C01_006.png;0.0
136;CN-CP611_N11_T0001F011L01A01Z01C01_013.png;1.0
137;CN-CP613_F09_T0001F020L01A01Z01C01_076.png;1.0
138;CN-CP614_N02_T0001F009L01A01Z01C01_110.png;0.0
139;CN-CP611_N07_T0001F007L01A01Z01C01_096.png;1.0
140;CN-CP616_M16_T0001F003L01A01Z01C01_119.png;1.0
141;CN-CP616_F08_T0001F027L01A01Z01C01_063.png;0.0
142;CN-CP612_E13_T0001F012L01A01Z01C01_105.png;0.0
143;CN-CP615_L03_T0001F005L01A01Z01C01_045.png;0.0
144;CN-CP612_C08_T0001F008L01A01Z01C01_102.png;1.0
145;CN-CP611_C20_T0001F017L01A01Z01C01_095.png;1.0
146;CN-CP614_H13_T0001F022L01A01Z01C01_035.png;0.0
147;CN-CP614_G11_T0001F007L01A01Z01C01_015.png;0.0
148;CN-CP614_D16_T0001F012L01A01Z01C01_029.png;1.0
149;CN-CP611_L18_T0001F031L01A01Z01C01_052.png;0.0
150;CN-CP614_M03_T0001F025L01A01Z01C01_032.png;0.0
151;CN-CP614_G02_T0001F025L01A01Z01C01_035.png;0.0
152;CN-CP614_D07_T0001F030L01A01Z01C01_030.png;0.0
153;CN-CP614_N08_T0001F006L01A01Z01C01_071.png;1.0
154;CN-CP616_N13_T0001F023L01A01Z01C01_112.png;1.0
155;CN-CP611_L03_T0001F019L01A01Z01C01_024.png;1.0
156;CN-CP612_H19_T0001F036L01A01Z01C01_135.png;0.0
157;CN-CP612_M08_T0001F017L01A01Z01C01_064.png;1.0
158;CN-CP614_G14_T0001F010L01A01Z01C01_070.png;0.0
159;CN-CP616_G19_T0001F019L01A01Z01C01_007.png;0.0
160;CN-CP612_C17_T0001F007L01A01Z01C01_153.png;1.0
161;CN-CP611_I16_T0001F031L01A01Z01C01_030.png;0.0
162;CN-CP612_J10_T0001F031L01A01Z01C01_012.png;1.0
163;CN-CP611_C09_T0001F012L01A01Z01C01_056.png;1.0
164;CN-CP611_D16_T0001F009L01A01Z01C01_057.png;0.0
165;CN-CP616_I05_T0001F024L01A01Z01C01_052.png;1.0
166;CN-CP612_J13_T0001F032L01A01Z01C01_068.png;0.0
167;CN-CP611_E22_T0001F023L01A01Z01C01_094.png;1.0
168;CN-CP614_K10_T0001F029L01A01Z01C01_034.png;0.0
169;CN-CP615_D05_T0001F008L01A01Z01C01_120.png;1.0
170;CN-CP614_C07_T0001F025L01A01Z01C01_102.png;0.0
171;CN-CP614_H18_T0001F027L01A01Z01C01_042.png;0.0
172;CN-CP614_L23_T0001F031L01A01Z01C01_035.png;1.0
173;CN-CP616_E09_T0001F001L01A01Z01C01_109.png;1.0
174;CN-CP616_J21_T0001F002L01A01Z01C01_098.png;1.0
175;CN-CP614_J09_T0001F034L01A01Z01C01_040.png;0.0
176;CN-CP616_E21_T0001F032L01A01Z01C01_082.png;0.0
177;CN-CP611_H17_T0001F011L01A01Z01C01_037.png;0.0
178;CN-CP614_E06_T0001F033L01A01Z01C01_065.png;0.0
179;CN-CP611_I05_T0001F034L01A01Z01C01_090.png;0.0
180;CN-CP615_I17_T0001F016L01A01Z01C01_155.png;0.0
181;CN-CP611_D13_T0001F015L01A01Z01C01_106.png;1.0
182;CN-CP616_K02_T0001F010L01A01Z01C01_002.png;0.0
183;CN-CP612_D15_T0001F020L01A01Z01C01_063.png;1.0
184;CN-CP614_E19_T0001F017L01A01Z01C01_044.png;0.0
185;CN-CP615_E10_T0001F009L01A01Z01C01_036.png;0.0
186;CN-CP615_N22_T0001F035L01A01Z01C01_161.png;1.0
187;CN-CP613_F13_T0001F005L01A01Z01C01_106.png;0.0
188;CN-CP615_L14_T0001F001L01A01Z01C01_151.png;1.0
189;CN-CP613_C11_T0001F032L01A01Z01C01_054.png;1.0
190;CN-CP611_D14_T0001F005L01A01Z01C01_094.png;1.0
191;CN-CP612_M22_T0001F027L01A01Z01C01_050.png;0.0
192;CN-CP615_D22_T0001F020L01A01Z01C01_089.png;0.0
193;CN-CP616_M04_T0001F024L01A01Z01C01_013.png;1.0
194;CN-CP614_D03_T0001F030L01A01Z01C01_086.png;1.0
195;CN-CP614_M22_T0001F020L01A01Z01C01_041.png;0.0
196;CN-CP614_C22_T0001F015L01A01Z01C01_055.png;0.0
197;CN-CP612_C11_T0001F007L01A01Z01C01_035.png;1.0
198;CN-CP616_K06_T0001F019L01A01Z01C01_057.png;1.0
199;CN-CP614_J04_T0001F025L01A01Z01C01_073.png;1.0
200;CN-CP616_M22_T0001F006L01A01Z01C01_172.png;1.0
201;CN-CP611_D06_T0001F033L01A01Z01C01_069.png;0.0
202;CN-CP615_J15_T0001F013L01A01Z01C01_102.png;0.0
203;CN-CP616_D06_T0001F026L01A01Z01C01_047.png;1.0
204;CN-CP612_G12_T0001F002L01A01Z01C01_014.png;0.0
205;CN-CP611_K18_T0001F013L01A01Z01C01_023.png;1.0
206;CN-CP612_N13_T0001F008L01A01Z01C01_089.png;1.0
207;CN-CP611_I03_T0001F001L01A01Z01C01_070.png;0.0
208;CN-CP615_G21_T0001F019L01A01Z01C01_040.png;0.0
209;CN-CP613_N15_T0001F008L01A01Z01C01_159.png;1.0
210;CN-CP616_F18_T0001F014L01A01Z01C01_047.png;0.0
211;CN-CP614_G10_T0001F028L01A01Z01C01_017.png;0.0
212;CN-CP616_C06_T0001F011L01A01Z01C01_061.png;1.0
213;CN-CP614_J05_T0001F005L01A01Z01C01_053.png;0.0
214;CN-CP614_N21_T0001F030L01A01Z01C01_090.png;0.0
215;CN-CP615_L13_T0001F007L01A01Z01C01_029.png;0.0
216;CN-CP614_N22_T0001F003L01A01Z01C01_020.png;1.0
217;CN-CP612_H23_T0001F024L01A01Z01C01_127.png;0.0
218;CN-CP614_K08_T0001F015L01A01Z01C01_057.png;1.0
219;CN-CP615_H04_T0001F035L01A01Z01C01_080.png;1.0
220;CN-CP614_K20_T0001F004L01A01Z01C01_084.png;0.0
221;CN-CP616_L08_T0001F001L01A01Z01C01_056.png;0.0
222;CN-CP614_C07_T0001F036L01A01Z01C01_085.png;0.0
223;CN-CP615_N14_T0001F012L01A01Z01C01_091.png;1.0
224;CN-CP616_H18_T0001F021L01A01Z01C01_013.png;1.0
225;CN-CP612_D19_T0001F034L01A01Z01C01_094.png;0.0
226;CN-CP615_H09_T0001F034L01A01Z01C01_014.png;0.0
227;CN-CP614_N21_T0001F011L01A01Z01C01_122.png;0.0
228;CN-CP615_N22_T0001F023L01A01Z01C01_147.png;1.0
229;CN-CP611_F15_T0001F033L01A01Z01C01_074.png;0.0
230;CN-CP614_M18_T0001F003L01A01Z01C01_040.png;1.0
231;CN-CP615_J07_T0001F035L01A01Z01C01_062.png;1.0
232;CN-CP613_K16_T0001F004L01A01Z01C01_080.png;0.0
233;CN-CP612_D20_T0001F022L01A01Z01C01_015.png;0.0
234;CN-CP612_C07_T0001F011L01A01Z01C01_085.png;1.0
235;CN-CP612_N23_T0001F024L01A01Z01C01_035.png;1.0
236;CN-CP611_K06_T0001F020L01A01Z01C01_032.png;0.0
237;CN-CP614_D14_T0001F020L01A01Z01C01_017.png;0.0
238;CN-CP613_N06_T0001F013L01A01Z01C01_094.png;1.0
239;CN-CP611_C05_T0001F010L01A01Z01C01_110.png;1.0
240;CN-CP612_M10_T0001F033L01A01Z01C01_116.png;1.0
241;CN-CP612_F21_T0001F021L01A01Z01C01_065.png;0.0
242;CN-CP612_D03_T0001F030L01A01Z01C01_108.png;1.0
243;CN-CP616_F15_T0001F035L01A01Z01C01_036.png;0.0
244;CN-CP612_M08_T0001F025L01A01Z01C01_040.png;0.0
245;CN-CP616_K19_T0001F003L01A01Z01C01_019.png;0.0
246;CN-CP615_L03_T0001F028L01A01Z01C01_021.png;5.0
247;CN-CP612_N21_T0001F025L01A01Z01C01_073.png;1.0
248;CN-CP611_M14_T0001F011L01A01Z01C01_114.png;0.0
249;CN-CP616_M10_T0001F026L01A01Z01C01_111.png;1.0
250;CN-CP614_C08_T0001F015L01A01Z01C01_086.png;0.0
251;CN-CP612_H19_T0001F036L01A01Z01C01_165.png;0.0
252;CN-CP613_D19_T0001F018L01A01Z01C01_106.png;0.0
253;CN-CP613_C17_T0001F029L01A01Z01C01_071.png;1.0
254;CN-CP614_J21_T0001F016L01A01Z01C01_067.png;0.0
255;CN-CP612_E17_T0001F007L01A01Z01C01_020.png;1.0
256;CN-CP613_N19_T0001F001L01A01Z01C01_108.png;1.0
257;CN-CP616_J08_T0001F034L01A01Z01C01_021.png;1.0
258;CN-CP613_H08_T0001F024L01A01Z01C01_025.png;0.0
259;CN-CP615_E12_T0001F015L01A01Z01C01_064.png;1.0
260;CN-CP616_J21_T0001F027L01A01Z01C01_087.png;1.0
261;CN-CP613_C19_T0001F033L01A01Z01C01_082.png;1.0
262;CN-CP613_I11_T0001F006L01A01Z01C01_086.png;1.0
263;CN-CP613_C09_T0001F033L01A01Z01C01_114.png;1.0
264;CN-CP612_H09_T0001F030L01A01Z01C01_020.png;4.0
265;CN-CP613_C08_T0001F001L01A01Z01C01_041.png;1.0
266;CN-CP613_C04_T0001F014L01A01Z01C01_022.png;1.0
267;CN-CP616_J12_T0001F023L01A01Z01C01_056.png;1.0
268;CN-CP611_C16_T0001F024L01A01Z01C01_078.png;1.0
269;CN-CP612_C18_T0001F025L01A01Z01C01_112.png;1.0
270;CN-CP614_H02_T0001F030L01A01Z01C01_130.png;1.0
271;CN-CP612_C19_T0001F033L01A01Z01C01_056.png;1.0
272;CN-CP613_N10_T0001F019L01A01Z01C01_256.png;1.0
273;CN-CP615_J15_T0001F018L01A01Z01C01_163.png;0.0
274;CN-CP612_C02_T0001F001L01A01Z01C01_073.png;1.0
275;CN-CP616_H08_T0001F003L01A01Z01C01_053.png;0.0
276;CN-CP612_L21_T0001F001L01A01Z01C01_055.png;1.0
277;CN-CP612_M17_T0001F034L01A01Z01C01_080.png;0.0
278;CN-CP611_G22_T0001F018L01A01Z01C01_029.png;0.0
279;CN-CP616_J09_T0001F021L01A01Z01C01_019.png;1.0
280;CN-CP614_H15_T0001F004L01A01Z01C01_011.png;0.0
281;CN-CP614_G09_T0001F008L01A01Z01C01_034.png;0.0
282;CN-CP614_K10_T0001F008L01A01Z01C01_018.png;0.0
283;CN-CP613_C16_T0001F002L01A01Z01C01_130.png;1.0
284;CN-CP613_N07_T0001F017L01A01Z01C01_101.png;1.0
285;CN-CP611_C05_T0001F014L01A01Z01C01_110.png;1.0
286;CN-CP616_M15_T0001F007L01A01Z01C01_078.png;1.0
287;CN-CP611_C10_T0001F005L01A01Z01C01_039.png;1.0
288;CN-CP614_D08_T0001F034L01A01Z01C01_113.png;0.0
289;CN-CP611_K20_T0001F016L01A01Z01C01_011.png;0.0
290;CN-CP614_I09_T0001F035L01A01Z01C01_035.png;0.0
291;CN-CP611_D16_T0001F031L01A01Z01C01_065.png;0.0
292;CN-CP615_K15_T0001F004L01A01Z01C01_149.png;0.0
293;CN-CP613_M22_T0001F008L01A01Z01C01_072.png;5.0
294;CN-CP612_F16_T0001F020L01A01Z01C01_153.png;0.0
295;CN-CP613_N14_T0001F027L01A01Z01C01_072.png;1.0
296;CN-CP611_G05_T0001F011L01A01Z01C01_024.png;0.0
297;CN-CP612_N10_T0001F012L01A01Z01C01_236.png;1.0
298;CN-CP615_E12_T0001F002L01A01Z01C01_040.png;0.0
299;CN-CP611_M15_T0001F010L01A01Z01C01_043.png;0.0
300;CN-CP612_H04_T0001F026L01A01Z01C01_035.png;0.0
301;CN-CP613_C23_T0001F036L01A01Z01C01_121.png;1.0
302;CN-CP616_J10_T0001F010L01A01Z01C01_147.png;1.0
303;CN-CP613_I03_T0001F018L01A01Z01C01_076.png;0.0
304;CN-CP612_H16_T0001F029L01A01Z01C01_005.png;0.0
305;CN-CP613_K07_T0001F006L01A01Z01C01_040.png;0.0
306;CN-CP614_G09_T0001F017L01A01Z01C01_037.png;0.0
307;CN-CP612_J08_T0001F012L01A01Z01C01_049.png;0.0
308;CN-CP616_L20_T0001F012L01A01Z01C01_036.png;1.0
309;CN-CP615_M10_T0001F036L01A01Z01C01_018.png;0.0
310;CN-CP611_F23_T0001F031L01A01Z01C01_019.png;0.0
311;CN-CP615_E15_T0001F013L01A01Z01C01_051.png;0.0
312;CN-CP611_G07_T0001F029L01A01Z01C01_048.png;0.0
313;CN-CP616_I17_T0001F030L01A01Z01C01_135.png;1.0
314;CN-CP612_L19_T0001F031L01A01Z01C01_067.png;0.0
315;CN-CP612_C05_T0001F025L01A01Z01C01_095.png;1.0
316;CN-CP611_N16_T0001F001L01A01Z01C01_087.png;1.0
317;CN-CP612_E21_T0001F001L01A01Z01C01_055.png;0.0
318;CN-CP611_D20_T0001F032L01A01Z01C01_060.png;1.0
319;CN-CP611_M22_T0001F024L01A01Z01C01_050.png;0.0
320;CN-CP613_L11_T0001F022L01A01Z01C01_124.png;4.0
321;CN-CP614_J23_T0001F005L01A01Z01C01_013.png;1.0
322;CN-CP613_G09_T0001F035L01A01Z01C01_020.png;4.0
323;CN-CP612_K13_T0001F016L01A01Z01C01_074.png;0.0
324;CN-CP616_M17_T0001F021L01A01Z01C01_014.png;1.0
325;CN-CP614_C07_T0001F011L01A01Z01C01_098.png;0.0
326;CN-CP614_D07_T0001F015L01A01Z01C01_023.png;0.0
327;CN-CP616_E23_T0001F002L01A01Z01C01_046.png;0.0
328;CN-CP613_H19_T0001F019L01A01Z01C01_041.png;0.0
329;CN-CP615_N12_T0001F025L01A01Z01C01_028.png;0.0
330;CN-CP613_F15_T0001F002L01A01Z01C01_047.png;0.0
331;CN-CP613_G03_T0001F009L01A01Z01C01_085.png;0.0
332;CN-CP612_G18_T0001F001L01A01Z01C01_192.png;0.0
333;CN-CP612_K12_T0001F011L01A01Z01C01_015.png;0.0
334;CN-CP611_N18_T0001F035L01A01Z01C01_013.png;1.0
335;CN-CP611_F06_T0001F002L01A01Z01C01_053.png;0.0
336;CN-CP616_E02_T0001F012L01A01Z01C01_021.png;0.0
337;CN-CP614_C03_T0001F016L01A01Z01C01_060.png;0.0
338;CN-CP611_E14_T0001F002L01A01Z01C01_046.png;0.0
339;CN-CP616_H06_T0001F014L01A01Z01C01_131.png;0.0
340;CN-CP613_K09_T0001F034L01A01Z01C01_057.png;1.0
341;CN-CP616_M15_T0001F019L01A01Z01C01_037.png;1.0
342;CN-CP614_J23_T0001F025L01A01Z01C01_138.png;1.0
343;CN-CP613_F14_T0001F028L01A01Z01C01_032.png;0.0
344;CN-CP612_F22_T0001F001L01A01Z01C01_015.png;0.0
345;CN-CP613_F12_T0001F004L01A01Z01C01_082.png;0.0
346;CN-CP611_K20_T0001F024L01A01Z01C01_021.png;1.0
347;CN-CP611_J10_T0001F019L01A01Z01C01_069.png;4.0
348;CN-CP615_G08_T0001F002L01A01Z01C01_107.png;0.0
349;CN-CP613_F23_T0001F010L01A01Z01C01_089.png;0.0
350;CN-CP612_N05_T0001F020L01A01Z01C01_088.png;1.0
351;CN-CP615_F15_T0001F013L01A01Z01C01_057.png;0.0
352;CN-CP615_H03_T0001F005L01A01Z01C01_026.png;0.0
353;CN-CP611_D12_T0001F014L01A01Z01C01_056.png;0.0
354;CN-CP613_N07_T0001F002L01A01Z01C01_031.png;1.0
355;CN-CP612_I02_T0001F018L01A01Z01C01_019.png;0.0
356;CN-CP613_K07_T0001F012L01A01Z01C01_015.png;0.0
357;CN-CP612_C20_T0001F032L01A01Z01C01_121.png;1.0
358;CN-CP613_D16_T0001F023L01A01Z01C01_033.png;0.0
359;CN-CP613_M13_T0001F028L01A01Z01C01_057.png;0.0
360;CN-CP613_G08_T0001F001L01A01Z01C01_077.png;0.0
361;CN-CP612_N06_T0001F030L01A01Z01C01_047.png;1.0
362;CN-CP611_G02_T0001F018L01A01Z01C01_007.png;1.0
363;CN-CP613_F23_T0001F005L01A01Z01C01_067.png;0.0
364;CN-CP611_C14_T0001F021L01A01Z01C01_116.png;1.0
365;CN-CP616_F14_T0001F036L01A01Z01C01_005.png;1.0
366;CN-CP614_M18_T0001F008L01A01Z01C01_132.png;1.0
367;CN-CP612_E21_T0001F024L01A01Z01C01_024.png;0.0
368;CN-CP613_D06_T0001F034L01A01Z01C01_039.png;0.0
369;CN-CP613_M08_T0001F004L01A01Z01C01_080.png;1.0
370;CN-CP611_C23_T0001F028L01A01Z01C01_046.png;1.0
371;CN-CP613_D03_T0001F033L01A01Z01C01_064.png;0.0
372;CN-CP612_J17_T0001F028L01A01Z01C01_046.png;1.0
373;CN-CP611_N10_T0001F033L01A01Z01C01_090.png;1.0
374;CN-CP615_H08_T0001F026L01A01Z01C01_084.png;1.0
375;CN-CP613_H23_T0001F014L01A01Z01C01_108.png;0.0
376;CN-CP612_N14_T0001F034L01A01Z01C01_103.png;1.0
377;CN-CP614_C19_T0001F011L01A01Z01C01_135.png;0.0
378;CN-CP612_C05_T0001F001L01A01Z01C01_116.png;1.0
379;CN-CP614_N11_T0001F008L01A01Z01C01_024.png;0.0
380;CN-CP614_G11_T0001F008L01A01Z01C01_097.png;0.0
381;CN-CP612_F11_T0001F006L01A01Z01C01_051.png;0.0
382;CN-CP614_D13_T0001F020L01A01Z01C01_018.png;0.0
383;CN-CP612_E09_T0001F019L01A01Z01C01_097.png;0.0
384;CN-CP613_L20_T0001F002L01A01Z01C01_020.png;0.0
385;CN-CP616_K02_T0001F014L01A01Z01C01_017.png;0.0
386;CN-CP613_I16_T0001F035L01A01Z01C01_066.png;0.0
387;CN-CP612_L20_T0001F032L01A01Z01C01_021.png;0.0
388;CN-CP612_H23_T0001F010L01A01Z01C01_098.png;0.0
389;CN-CP612_K08_T0001F008L01A01Z01C01_092.png;0.0
390;CN-CP615_J17_T0001F017L01A01Z01C01_048.png;0.0
391;CN-CP611_H15_T0001F001L01A01Z01C01_009.png;0.0
392;CN-CP612_C08_T0001F036L01A01Z01C01_083.png;1.0
393;CN-CP615_D17_T0001F018L01A01Z01C01_062.png;0.0
394;CN-CP613_F16_T0001F020L01A01Z01C01_066.png;1.0
395;CN-CP614_H21_T0001F019L01A01Z01C01_122.png;0.0
396;CN-CP614_I06_T0001F025L01A01Z01C01_057.png;0.0
397;CN-CP615_M03_T0001F003L01A01Z01C01_019.png;0.0
398;CN-CP611_L07_T0001F006L01A01Z01C01_076.png;0.0
